total_capital_investment,total_annual_operating_cost,total_annual_depreciation,total_annual_cost,total_equipment_units,total_operators,total_weekly_hours,total_annual_hours,capital_cost_per_equipment_unit,operating_cost_per_hour,total_cost_per_hour,average_utilization,cost_per_utilization_point
171766000,52291200.0,12567083.333333334,64858283.333333336,432,547.25,53314.10256410256,2772333.333333333,397606.48148148146,18.861801130215223,23.394835878321512,84.40940271471378,1434.0161232220717
