Center_ID,Process,Global_X,Global_Y,Local_X,Local_Y,Width,Height,Equipment_Count
1,A,-2.316701963676477,26.41142064349468,-2.316701963676477,26.41142064349468,18,18,4
1,B,3.840791876014536,16.800794827423573,3.840791876014536,16.800794827423573,34,34,12
1,C,-28.76987760563623,-2.4269641781470495,-28.76987760563623,-2.4269641781470495,18,18,4
1,D,-25.404732606435807,3.954235773786317,-25.404732606435807,3.954235773786317,44,44,17
1,E,-5.171484801924815,12.16285454255487,-5.171484801924815,12.16285454255487,26,26,8
1,F,-16.457822821119578,12.734107815414115,-16.457822821119578,12.734107815414115,28,28,9
1,G,-2.8781184277389724,2.5875687497974202,-2.8781184277389724,2.5875687497974202,18,18,4
1,H,-20.385148065736217,-12.394810060711169,-20.385148065736217,-12.394810060711169,34,34,12
1,I,-17.798957441808582,-2.879135028346336,-17.798957441808582,-2.879135028346336,32,32,11
1,J,-13.280446464282159,-11.742327203913048,-13.280446464282159,-11.742327203913048,48,48,19
1,K,-0.7870303590243187,-15.659065076744858,-0.7870303590243187,-15.659065076744858,16,16,3
1,L,-5.289295066854255,-6.393230706094575,-5.289295066854255,-6.393230706094575,34,34,12
1,M,-10.015354612554708,2.073224339172773,-10.015354612554708,2.073224339172773,48,48,19
2,A,97.68329803632352,26.41142064349468,-2.316701963676477,26.41142064349468,18,18,4
2,B,103.84079187601453,16.800794827423573,3.840791876014536,16.800794827423573,34,34,12
2,C,71.23012239436378,-2.4269641781470495,-28.76987760563623,-2.4269641781470495,18,18,4
2,D,74.5952673935642,3.954235773786317,-25.404732606435807,3.954235773786317,44,44,17
2,E,94.82851519807518,12.16285454255487,-5.171484801924815,12.16285454255487,26,26,8
2,F,83.54217717888042,12.734107815414115,-16.457822821119578,12.734107815414115,28,28,9
2,G,97.12188157226103,2.5875687497974202,-2.8781184277389724,2.5875687497974202,18,18,4
2,H,79.61485193426378,-12.394810060711169,-20.385148065736217,-12.394810060711169,34,34,12
2,I,82.20104255819142,-2.879135028346336,-17.798957441808582,-2.879135028346336,32,32,11
2,J,86.71955353571784,-11.742327203913048,-13.280446464282159,-11.742327203913048,48,48,19
2,K,99.21296964097569,-15.659065076744858,-0.7870303590243187,-15.659065076744858,16,16,3
2,L,94.71070493314575,-6.393230706094575,-5.289295066854255,-6.393230706094575,34,34,12
2,M,89.9846453874453,2.073224339172773,-10.015354612554708,2.073224339172773,48,48,19
3,A,-2.316701963676477,126.41142064349468,-2.316701963676477,26.41142064349468,18,18,4
3,B,3.840791876014536,116.80079482742357,3.840791876014536,16.800794827423573,34,34,12
3,C,-28.76987760563623,97.57303582185295,-28.76987760563623,-2.4269641781470495,18,18,4
3,D,-25.404732606435807,103.95423577378632,-25.404732606435807,3.954235773786317,44,44,17
3,E,-5.171484801924815,112.16285454255487,-5.171484801924815,12.16285454255487,26,26,8
3,F,-16.457822821119578,112.73410781541412,-16.457822821119578,12.734107815414115,28,28,9
3,G,-2.8781184277389724,102.58756874979743,-2.8781184277389724,2.5875687497974202,18,18,4
3,H,-20.385148065736217,87.60518993928883,-20.385148065736217,-12.394810060711169,34,34,12
3,I,-17.798957441808582,97.12086497165366,-17.798957441808582,-2.879135028346336,32,32,11
3,J,-13.280446464282159,88.25767279608695,-13.280446464282159,-11.742327203913048,48,48,19
3,K,-0.7870303590243187,84.34093492325515,-0.7870303590243187,-15.659065076744858,16,16,3
3,L,-5.289295066854255,93.60676929390543,-5.289295066854255,-6.393230706094575,34,34,12
3,M,-10.015354612554708,102.07322433917277,-10.015354612554708,2.073224339172773,48,48,19
