Center_ID,From_Process,To_Process,From_X,From_Y,To_X,To_Y,Flow_Units
1,A,B,-2.3167019636764765,26.411420643494676,3.840791876014536,16.800794827423566,17115.384615384613
1,A,C,-2.3167019636764765,26.411420643494676,-28.76987760563623,-2.426964178147049,5576.923076923076
1,B,A,3.840791876014536,16.800794827423566,-2.3167019636764765,26.411420643494676,10480.76923076923
1,B,C,3.840791876014536,16.800794827423566,-28.76987760563623,-2.426964178147049,15961.53846153846
1,B,D,3.840791876014536,16.800794827423566,-25.404732606435804,3.954235773786314,7692.307692307692
1,C,D,-28.76987760563623,-2.426964178147049,-25.404732606435804,3.954235773786314,28461.53846153846
1,C,I,-28.76987760563623,-2.426964178147049,-17.79895744180858,-2.879135028346337,3076.923076923077
1,D,C,-25.404732606435804,3.954235773786314,-28.76987760563623,-2.426964178147049,3076.923076923077
1,D,G,-25.404732606435804,3.954235773786314,-2.8781184277389773,2.587568749797428,4615.384615384615
1,D,H,-25.404732606435804,3.954235773786314,-20.385148065736214,-12.394810060711166,7596.153846153846
1,D,I,-25.404732606435804,3.954235773786314,-17.79895744180858,-2.879135028346337,20865.384615384617
1,E,F,-5.171484801924825,12.16285454255488,-16.45782282111958,12.734107815414115,20769.230769230773
1,E,G,-5.171484801924825,12.16285454255488,-2.8781184277389773,2.587568749797428,18653.846153846152
1,E,H,-5.171484801924825,12.16285454255488,-20.385148065736214,-12.394810060711166,2307.692307692308
1,F,C,-16.45782282111958,12.734107815414115,-28.76987760563623,-2.426964178147049,6923.076923076924
1,F,G,-16.45782282111958,12.734107815414115,-2.8781184277389773,2.587568749797428,18461.53846153846
1,F,H,-16.45782282111958,12.734107815414115,-20.385148065736214,-12.394810060711166,7115.384615384616
1,F,I,-16.45782282111958,12.734107815414115,-17.79895744180858,-2.879135028346337,7307.692307692308
1,G,E,-2.8781184277389773,2.587568749797428,-5.171484801924825,12.16285454255488,8461.538461538461
1,G,F,-2.8781184277389773,2.587568749797428,-16.45782282111958,12.734107815414115,8653.846153846154
1,G,H,-2.8781184277389773,2.587568749797428,-20.385148065736214,-12.394810060711166,16153.846153846156
1,G,I,-2.8781184277389773,2.587568749797428,-17.79895744180858,-2.879135028346337,8461.538461538461
1,H,I,-20.385148065736214,-12.394810060711166,-17.79895744180858,-2.879135028346337,10480.76923076923
1,H,J,-20.385148065736214,-12.394810060711166,-13.280446464282154,-11.742327203913053,9038.461538461535
1,I,J,-17.79895744180858,-2.879135028346337,-13.280446464282154,-11.742327203913053,40192.307692307695
1,J,I,-13.280446464282154,-11.742327203913053,-17.79895744180858,-2.879135028346337,2307.692307692308
1,K,L,-0.7870303590243171,-15.659065076744854,-5.289295066854254,-6.393230706094573,8461.538461538461
1,K,M,-0.7870303590243171,-15.659065076744854,-10.015354612554706,2.073224339172774,13365.384615384615
1,L,K,-5.289295066854254,-6.393230706094573,-0.7870303590243171,-15.659065076744854,13365.384615384615
1,L,M,-5.289295066854254,-6.393230706094573,-10.015354612554706,2.073224339172774,22500.0
1,M,L,-10.015354612554706,2.073224339172774,-5.289295066854254,-6.393230706094573,10000.0
