Year,Center_ID,Process,Global_X,Global_Y,Local_X,Local_Y,Width,Height,Equipment_Count,Scaling_Factor
5,1,A,-3.81523381664822,31.527677075902186,-3.81523381664822,31.527677075902186,29.595899063541054,29.595899063541054,9,1.0569963951264663
5,1,B,2.0016481448539554,19.520408250412476,2.0016481448539554,19.520408250412476,73.98974765885264,73.98974765885264,30,1.0569963951264663
5,1,C,-30.625279695505082,-3.352745197058013,-30.625279695505082,-3.352745197058013,29.595899063541054,29.595899063541054,9,1.0569963951264663
5,1,D,-27.740607585207844,4.685140670968614,-27.740607585207844,4.685140670968614,103.58564672239369,103.58564672239369,44,1.0569963951264663
5,1,E,0.0345959955572636,7.058957271052658,0.0345959955572636,7.058957271052658,69.76176207834678,69.76176207834678,28,1.0569963951264663
5,1,F,-16.172628064408133,11.90329131402413,-16.172628064408133,11.90329131402413,61.305790917335045,61.305790917335045,24,1.0569963951264663
5,1,G,-5.727512546811962,1.9042145866167033,-5.727512546811962,1.9042145866167033,33.82388464404692,33.82388464404692,11,1.0569963951264663
5,1,H,-20.8502485930652,-11.916948756761476,-20.8502485930652,-11.916948756761476,78.21773323935851,78.21773323935851,32,1.0569963951264663
5,1,I,-18.604475466355687,-2.8843766644271764,-18.604475466355687,-2.8843766644271764,82.44571881986437,82.44571881986437,34,1.0569963951264663
5,1,J,-14.07772085151422,-12.905855873115193,-14.07772085151422,-12.905855873115193,124.72557462492301,124.72557462492301,54,1.0569963951264663
5,1,K,-0.8279826801571735,-16.595370055005205,-0.8279826801571735,-16.595370055005205,27.48190627328812,27.48190627328812,8,1.0569963951264663
5,1,L,-5.558249342841933,-6.9012113789999585,-5.558249342841933,-6.9012113789999585,78.21773323935851,78.21773323935851,32,1.0569963951264663
5,1,M,-10.998670348926172,4.6234366908443665,-10.998670348926172,4.6234366908443665,116.2696034639113,116.2696034639113,50,1.0569963951264663
5,2,A,101.88440569599841,31.527677075902186,-3.81523381664822,31.527677075902186,29.595899063541054,29.595899063541054,9,1.0569963951264663
5,2,B,107.70128765750059,19.520408250412476,2.0016481448539554,19.520408250412476,73.98974765885264,73.98974765885264,30,1.0569963951264663
5,2,C,75.07435981714154,-3.352745197058013,-30.625279695505082,-3.352745197058013,29.595899063541054,29.595899063541054,9,1.0569963951264663
5,2,D,77.95903192743879,4.685140670968614,-27.740607585207844,4.685140670968614,103.58564672239369,103.58564672239369,44,1.0569963951264663
5,2,E,105.7342355082039,7.058957271052658,0.0345959955572636,7.058957271052658,69.76176207834678,69.76176207834678,28,1.0569963951264663
5,2,F,89.5270114482385,11.90329131402413,-16.172628064408133,11.90329131402413,61.305790917335045,61.305790917335045,24,1.0569963951264663
5,2,G,99.97212696583466,1.9042145866167033,-5.727512546811962,1.9042145866167033,33.82388464404692,33.82388464404692,11,1.0569963951264663
5,2,H,84.84939091958142,-11.916948756761476,-20.8502485930652,-11.916948756761476,78.21773323935851,78.21773323935851,32,1.0569963951264663
5,2,I,87.09516404629093,-2.8843766644271764,-18.604475466355687,-2.8843766644271764,82.44571881986437,82.44571881986437,34,1.0569963951264663
5,2,J,91.62191866113241,-12.905855873115193,-14.07772085151422,-12.905855873115193,124.72557462492301,124.72557462492301,54,1.0569963951264663
5,2,K,104.87165683248945,-16.595370055005205,-0.8279826801571735,-16.595370055005205,27.48190627328812,27.48190627328812,8,1.0569963951264663
5,2,L,100.1413901698047,-6.9012113789999585,-5.558249342841933,-6.9012113789999585,78.21773323935851,78.21773323935851,32,1.0569963951264663
5,2,M,94.70096916372046,4.6234366908443665,-10.998670348926172,4.6234366908443665,116.2696034639113,116.2696034639113,50,1.0569963951264663
