Center_ID,Process,Global_X,Global_Y,Local_X,Local_Y,Width,Height,Equipment_Count
1,A,-2.3167019636764725,26.411420643494687,-2.3167019636764725,26.411420643494687,22,22,6
1,B,3.8407918760145403,16.800794827423584,3.8407918760145403,16.800794827423584,46,46,18
1,C,-28.76987760563623,-2.426964178147045,-28.76987760563623,-2.426964178147045,20,20,5
1,D,-25.404732606435804,3.954235773786318,-25.404732606435804,3.954235773786318,60,60,25
1,E,-5.171484801924805,12.16285454255486,-5.171484801924805,12.16285454255486,34,34,12
1,F,-16.457822821119574,12.734107815414111,-16.457822821119574,12.734107815414111,38,38,14
1,G,-2.8781184277389738,2.5875687497974136,-2.8781184277389738,2.5875687497974136,20,20,5
1,H,-20.385148065736217,-12.394810060711166,-20.385148065736217,-12.394810060711166,44,44,17
1,I,-17.798957441808582,-2.879135028346338,-17.798957441808582,-2.879135028346338,42,42,16
1,J,-13.280446464282157,-11.742327203913053,-13.280446464282157,-11.742327203913053,66,66,28
1,K,-0.7870303590243184,-15.659065076744856,-0.7870303590243184,-15.659065076744856,18,18,4
1,L,-5.289295066854258,-6.393230706094575,-5.289295066854258,-6.393230706094575,46,46,18
1,M,-10.01535461255471,2.0732243391727736,-10.01535461255471,2.0732243391727736,66,66,28
2,A,97.68329803632352,26.411420643494687,-2.3167019636764725,26.411420643494687,22,22,6
2,B,103.84079187601453,16.800794827423584,3.8407918760145403,16.800794827423584,46,46,18
2,C,71.23012239436378,-2.426964178147045,-28.76987760563623,-2.426964178147045,20,20,5
2,D,74.5952673935642,3.954235773786318,-25.404732606435804,3.954235773786318,60,60,25
2,E,94.8285151980752,12.16285454255486,-5.171484801924805,12.16285454255486,34,34,12
2,F,83.54217717888042,12.734107815414111,-16.457822821119574,12.734107815414111,38,38,14
2,G,97.12188157226103,2.5875687497974136,-2.8781184277389738,2.5875687497974136,20,20,5
2,H,79.61485193426378,-12.394810060711166,-20.385148065736217,-12.394810060711166,44,44,17
2,I,82.20104255819142,-2.879135028346338,-17.798957441808582,-2.879135028346338,42,42,16
2,J,86.71955353571784,-11.742327203913053,-13.280446464282157,-11.742327203913053,66,66,28
2,K,99.21296964097569,-15.659065076744856,-0.7870303590243184,-15.659065076744856,18,18,4
2,L,94.71070493314573,-6.393230706094575,-5.289295066854258,-6.393230706094575,46,46,18
2,M,89.98464538744528,2.0732243391727736,-10.01535461255471,2.0732243391727736,66,66,28
