Year,Center_ID,Process,Global_X,Global_Y,Local_X,Local_Y,Width,Height,Equipment_Count,Scaling_Factor
4,1,A,-3.403740513937108,29.15324044247184,-3.403740513937108,29.15324044247184,22,22,6,1.0
4,1,B,2.166361479478319,18.518206696116405,2.166361479478319,18.518206696116405,48,48,19,1.0
4,1,C,-28.958325538272867,-2.9143260474771377,-28.958325538272867,-2.9143260474771377,22,22,6,1.0
4,1,D,-26.117949135211706,4.328649670850686,-26.117949135211706,4.328649670850686,64,64,27,1.0
4,1,E,-0.628495331884889,7.516994211713449,-0.628495331884889,7.516994211713449,42,42,16,1.0
4,1,F,-15.252216347834002,11.391340481710838,-15.252216347834002,11.391340481710838,40,40,15,1.0
4,1,G,-4.69975723520697,1.6279912915255514,-4.69975723520697,1.6279912915255514,22,22,6,1.0
4,1,H,-19.913351882466586,-11.39787668706809,-19.913351882466586,-11.39787668706809,48,48,19,1.0
4,1,I,-17.622396728646116,-2.7494629110458186,-17.622396728646116,-2.7494629110458186,50,50,20,1.0
4,1,J,-13.393657859017532,-12.144439414466234,-13.393657859017532,-12.144439414466234,74,74,32,1.0
4,1,K,-0.8700552992489404,-15.430598776765873,-0.8700552992489404,-15.430598776765873,20,20,5,1.0
4,1,L,-5.445509961753495,-6.447930188321132,-5.445509961753495,-6.447930188321132,50,50,20,1.0
4,1,M,-10.575084006775691,3.776885668442226,-10.575084006775691,3.776885668442226,72,72,31,1.0
4,2,A,96.59625948606289,29.15324044247184,-3.403740513937108,29.15324044247184,22,22,6,1.0
4,2,B,102.16636147947833,18.518206696116405,2.166361479478319,18.518206696116405,48,48,19,1.0
4,2,C,71.04167446172713,-2.9143260474771377,-28.958325538272867,-2.9143260474771377,22,22,6,1.0
4,2,D,73.8820508647883,4.328649670850686,-26.117949135211706,4.328649670850686,64,64,27,1.0
4,2,E,99.37150466811511,7.516994211713449,-0.628495331884889,7.516994211713449,42,42,16,1.0
4,2,F,84.74778365216599,11.391340481710838,-15.252216347834002,11.391340481710838,40,40,15,1.0
4,2,G,95.30024276479303,1.6279912915255514,-4.69975723520697,1.6279912915255514,22,22,6,1.0
4,2,H,80.08664811753341,-11.39787668706809,-19.913351882466586,-11.39787668706809,48,48,19,1.0
4,2,I,82.37760327135388,-2.7494629110458186,-17.622396728646116,-2.7494629110458186,50,50,20,1.0
4,2,J,86.60634214098246,-12.144439414466234,-13.393657859017532,-12.144439414466234,74,74,32,1.0
4,2,K,99.12994470075105,-15.430598776765873,-0.8700552992489404,-15.430598776765873,20,20,5,1.0
4,2,L,94.5544900382465,-6.447930188321132,-5.445509961753495,-6.447930188321132,50,50,20,1.0
4,2,M,89.4249159932243,3.776885668442226,-10.575084006775691,3.776885668442226,72,72,31,1.0
4,3,A,-3.403740513937108,129.15324044247183,-3.403740513937108,29.15324044247184,22,22,6,1.0
4,3,B,2.166361479478319,118.51820669611641,2.166361479478319,18.518206696116405,48,48,19,1.0
4,3,C,-28.958325538272867,97.08567395252287,-28.958325538272867,-2.9143260474771377,22,22,6,1.0
4,3,D,-26.117949135211706,104.32864967085068,-26.117949135211706,4.328649670850686,64,64,27,1.0
4,3,E,-0.628495331884889,107.51699421171345,-0.628495331884889,7.516994211713449,42,42,16,1.0
4,3,F,-15.252216347834002,111.39134048171084,-15.252216347834002,11.391340481710838,40,40,15,1.0
4,3,G,-4.69975723520697,101.62799129152555,-4.69975723520697,1.6279912915255514,22,22,6,1.0
4,3,H,-19.913351882466586,88.60212331293191,-19.913351882466586,-11.39787668706809,48,48,19,1.0
4,3,I,-17.622396728646116,97.25053708895418,-17.622396728646116,-2.7494629110458186,50,50,20,1.0
4,3,J,-13.393657859017532,87.85556058553377,-13.393657859017532,-12.144439414466234,74,74,32,1.0
4,3,K,-0.8700552992489404,84.56940122323412,-0.8700552992489404,-15.430598776765873,20,20,5,1.0
4,3,L,-5.445509961753495,93.55206981167886,-5.445509961753495,-6.447930188321132,50,50,20,1.0
4,3,M,-10.575084006775691,103.77688566844222,-10.575084006775691,3.776885668442226,72,72,31,1.0
