Year,Center_ID,From_Process,To_Process,From_X,From_Y,To_X,To_Y,Flow_Units,Scaling_Factor
5,1,A,B,-3.81523381664822,31.52767707590218,2.0016481448539545,19.520408250412473,17800.0,1.0569963951264663
5,1,A,C,-3.81523381664822,31.52767707590218,-30.625279695505075,-3.3527451970580144,4933.333333333333,1.0569963951264663
5,1,B,A,2.0016481448539545,19.520408250412473,-3.81523381664822,31.52767707590218,9933.333333333334,1.0569963951264663
5,1,B,C,2.0016481448539545,19.520408250412473,-30.625279695505075,-3.3527451970580144,18133.333333333336,1.0569963951264663
5,1,B,D,2.0016481448539545,19.520408250412473,-27.740607585207837,4.685140670968611,12666.666666666666,1.0569963951264663
5,1,C,D,-30.625279695505075,-3.3527451970580144,-27.740607585207837,4.685140670968611,28733.333333333336,1.0569963951264663
5,1,C,I,-30.625279695505075,-3.3527451970580144,-18.604475466355684,-2.884376664427178,8966.666666666666,1.0569963951264663
5,1,D,C,-27.740607585207837,4.685140670968611,-30.625279695505075,-3.3527451970580144,8966.666666666666,1.0569963951264663
5,1,D,G,-27.740607585207837,4.685140670968611,-5.727512546811964,1.9042145866167042,3700.0,1.0569963951264663
5,1,D,H,-27.740607585207837,4.685140670968611,-20.8502485930652,-11.916948756761478,9100.0,1.0569963951264663
5,1,D,I,-27.740607585207837,4.685140670968611,-18.604475466355684,-2.884376664427178,19633.333333333336,1.0569963951264663
5,1,E,F,0.03459599555726133,7.058957271052658,-16.172628064408126,11.903291314024125,22066.666666666668,1.0569963951264663
5,1,E,G,0.03459599555726133,7.058957271052658,-5.727512546811964,1.9042145866167042,37400.0,1.0569963951264663
5,1,E,H,0.03459599555726133,7.058957271052658,-20.8502485930652,-11.916948756761478,8200.0,1.0569963951264663
5,1,F,C,-16.172628064408126,11.903291314024125,-30.625279695505075,-3.3527451970580144,5666.666666666667,1.0569963951264663
5,1,F,G,-16.172628064408126,11.903291314024125,-5.727512546811964,1.9042145866167042,23400.0,1.0569963951264663
5,1,F,H,-16.172628064408126,11.903291314024125,-20.8502485930652,-11.916948756761478,8633.333333333334,1.0569963951264663
5,1,F,I,-16.172628064408126,11.903291314024125,-18.604475466355684,-2.884376664427178,12600.0,1.0569963951264663
5,1,G,E,-5.727512546811964,1.9042145866167042,0.03459599555726133,7.058957271052658,14133.333333333332,1.0569963951264663
5,1,G,F,-5.727512546811964,1.9042145866167042,-16.172628064408126,11.903291314024125,18800.0,1.0569963951264663
5,1,G,H,-5.727512546811964,1.9042145866167042,-20.8502485930652,-11.916948756761478,17433.333333333336,1.0569963951264663
5,1,G,I,-5.727512546811964,1.9042145866167042,-18.604475466355684,-2.884376664427178,14133.333333333332,1.0569963951264663
5,1,H,I,-20.8502485930652,-11.916948756761478,-18.604475466355684,-2.884376664427178,13533.333333333336,1.0569963951264663
5,1,H,J,-20.8502485930652,-11.916948756761478,-14.07772085151422,-12.905855873115193,17200.0,1.0569963951264663
5,1,I,J,-18.604475466355684,-2.884376664427178,-14.07772085151422,-12.905855873115193,50766.66666666666,1.0569963951264663
5,1,J,I,-14.07772085151422,-12.905855873115193,-18.604475466355684,-2.884376664427178,8200.0,1.0569963951264663
5,1,K,L,-0.827982680157172,-16.595370055005198,-5.558249342841932,-6.901211378999958,13633.333333333332,1.0569963951264663
5,1,K,M,-0.827982680157172,-16.595370055005198,-10.998670348926172,4.623436690844363,16000.0,1.0569963951264663
5,1,L,K,-5.558249342841932,-6.901211378999958,-0.827982680157172,-16.595370055005198,16000.0,1.0569963951264663
5,1,L,M,-5.558249342841932,-6.901211378999958,-10.998670348926172,4.623436690844363,27200.0,1.0569963951264663
5,1,M,L,-10.998670348926172,4.623436690844363,-5.558249342841932,-6.901211378999958,10500.0,1.0569963951264663
5,2,A,B,101.88440569599841,31.52767707590218,107.70128765750059,19.520408250412473,17800.0,1.0569963951264663
5,2,A,C,101.88440569599841,31.52767707590218,75.07435981714156,-3.3527451970580144,4933.333333333333,1.0569963951264663
5,2,B,A,107.70128765750059,19.520408250412473,101.88440569599841,31.52767707590218,9933.333333333334,1.0569963951264663
5,2,B,C,107.70128765750059,19.520408250412473,75.07435981714156,-3.3527451970580144,18133.333333333336,1.0569963951264663
5,2,B,D,107.70128765750059,19.520408250412473,77.95903192743879,4.685140670968611,12666.666666666666,1.0569963951264663
5,2,C,D,75.07435981714156,-3.3527451970580144,77.95903192743879,4.685140670968611,28733.333333333336,1.0569963951264663
5,2,C,I,75.07435981714156,-3.3527451970580144,87.09516404629095,-2.884376664427178,8966.666666666666,1.0569963951264663
5,2,D,C,77.95903192743879,4.685140670968611,75.07435981714156,-3.3527451970580144,8966.666666666666,1.0569963951264663
5,2,D,G,77.95903192743879,4.685140670968611,99.97212696583466,1.9042145866167042,3700.0,1.0569963951264663
5,2,D,H,77.95903192743879,4.685140670968611,84.84939091958142,-11.916948756761478,9100.0,1.0569963951264663
5,2,D,I,77.95903192743879,4.685140670968611,87.09516404629095,-2.884376664427178,19633.333333333336,1.0569963951264663
5,2,E,F,105.7342355082039,7.058957271052658,89.5270114482385,11.903291314024125,22066.666666666668,1.0569963951264663
5,2,E,G,105.7342355082039,7.058957271052658,99.97212696583466,1.9042145866167042,37400.0,1.0569963951264663
5,2,E,H,105.7342355082039,7.058957271052658,84.84939091958142,-11.916948756761478,8200.0,1.0569963951264663
5,2,F,C,89.5270114482385,11.903291314024125,75.07435981714156,-3.3527451970580144,5666.666666666667,1.0569963951264663
5,2,F,G,89.5270114482385,11.903291314024125,99.97212696583466,1.9042145866167042,23400.0,1.0569963951264663
5,2,F,H,89.5270114482385,11.903291314024125,84.84939091958142,-11.916948756761478,8633.333333333334,1.0569963951264663
5,2,F,I,89.5270114482385,11.903291314024125,87.09516404629095,-2.884376664427178,12600.0,1.0569963951264663
5,2,G,E,99.97212696583466,1.9042145866167042,105.7342355082039,7.058957271052658,14133.333333333332,1.0569963951264663
5,2,G,F,99.97212696583466,1.9042145866167042,89.5270114482385,11.903291314024125,18800.0,1.0569963951264663
5,2,G,H,99.97212696583466,1.9042145866167042,84.84939091958142,-11.916948756761478,17433.333333333336,1.0569963951264663
5,2,G,I,99.97212696583466,1.9042145866167042,87.09516404629095,-2.884376664427178,14133.333333333332,1.0569963951264663
5,2,H,I,84.84939091958142,-11.916948756761478,87.09516404629095,-2.884376664427178,13533.333333333336,1.0569963951264663
