center_id,x,y,width,height,scaling_factor,Year
1,0.0,0.0,73.08002227129117,73.08002227129117,0.9135002783911397,2
2,91.35002783911396,0.0,73.08002227129117,73.08002227129117,0.9135002783911397,2
3,0.0,91.35002783911396,73.08002227129117,73.08002227129117,0.9135002783911397,2
4,91.35002783911396,91.35002783911396,73.08002227129117,73.08002227129117,0.9135002783911397,2
