Year,Center_ID,From_Process,To_Process,From_X,From_Y,To_X,To_Y,Flow_Units,Scaling_Factor
5,1,A,B,-3.81523381664822,31.527677075902186,2.0016481448539554,19.520408250412476,13350.0,1.0569963951264663
5,1,A,C,-3.81523381664822,31.527677075902186,-30.625279695505082,-3.352745197058013,3700.0,1.0569963951264663
5,1,B,A,2.0016481448539554,19.520408250412476,-3.81523381664822,31.527677075902186,7450.0,1.0569963951264663
5,1,B,C,2.0016481448539554,19.520408250412476,-30.625279695505082,-3.352745197058013,13600.0,1.0569963951264663
5,1,B,D,2.0016481448539554,19.520408250412476,-27.740607585207844,4.685140670968614,9500.0,1.0569963951264663
5,1,C,D,-30.625279695505082,-3.352745197058013,-27.740607585207844,4.685140670968614,21550.0,1.0569963951264663
5,1,C,I,-30.625279695505082,-3.352745197058013,-18.604475466355687,-2.8843766644271764,6725.0,1.0569963951264663
5,1,D,C,-27.740607585207844,4.685140670968614,-30.625279695505082,-3.352745197058013,6725.0,1.0569963951264663
5,1,D,G,-27.740607585207844,4.685140670968614,-5.727512546811962,1.9042145866167033,2775.0,1.0569963951264663
5,1,D,H,-27.740607585207844,4.685140670968614,-20.8502485930652,-11.916948756761476,6825.0,1.0569963951264663
5,1,D,I,-27.740607585207844,4.685140670968614,-18.604475466355687,-2.8843766644271764,14725.0,1.0569963951264663
5,1,E,F,0.0345959955572636,7.058957271052658,-16.172628064408133,11.90329131402413,16550.0,1.0569963951264663
5,1,E,G,0.0345959955572636,7.058957271052658,-5.727512546811962,1.9042145866167033,28050.0,1.0569963951264663
5,1,E,H,0.0345959955572636,7.058957271052658,-20.8502485930652,-11.916948756761476,6150.0,1.0569963951264663
5,1,F,C,-16.172628064408133,11.90329131402413,-30.625279695505082,-3.352745197058013,4250.0,1.0569963951264663
5,1,F,G,-16.172628064408133,11.90329131402413,-5.727512546811962,1.9042145866167033,17550.0,1.0569963951264663
5,1,F,H,-16.172628064408133,11.90329131402413,-20.8502485930652,-11.916948756761476,6475.0,1.0569963951264663
5,1,F,I,-16.172628064408133,11.90329131402413,-18.604475466355687,-2.8843766644271764,9450.0,1.0569963951264663
5,1,G,E,-5.727512546811962,1.9042145866167033,0.0345959955572636,7.058957271052658,10600.0,1.0569963951264663
5,1,G,F,-5.727512546811962,1.9042145866167033,-16.172628064408133,11.90329131402413,14100.0,1.0569963951264663
5,1,G,H,-5.727512546811962,1.9042145866167033,-20.8502485930652,-11.916948756761476,13075.0,1.0569963951264663
5,1,G,I,-5.727512546811962,1.9042145866167033,-18.604475466355687,-2.8843766644271764,10600.0,1.0569963951264663
5,1,H,I,-20.8502485930652,-11.916948756761476,-18.604475466355687,-2.8843766644271764,10150.0,1.0569963951264663
5,1,H,J,-20.8502485930652,-11.916948756761476,-14.07772085151422,-12.905855873115193,12900.0,1.0569963951264663
5,1,I,J,-18.604475466355687,-2.8843766644271764,-14.07772085151422,-12.905855873115193,38075.0,1.0569963951264663
5,1,J,I,-14.07772085151422,-12.905855873115193,-18.604475466355687,-2.8843766644271764,6150.0,1.0569963951264663
5,1,K,L,-0.8279826801571735,-16.595370055005205,-5.558249342841933,-6.9012113789999585,10225.0,1.0569963951264663
5,1,K,M,-0.8279826801571735,-16.595370055005205,-10.998670348926172,4.6234366908443665,12000.0,1.0569963951264663
5,1,L,K,-5.558249342841933,-6.9012113789999585,-0.8279826801571735,-16.595370055005205,12000.0,1.0569963951264663
5,1,L,M,-5.558249342841933,-6.9012113789999585,-10.998670348926172,4.6234366908443665,20400.0,1.0569963951264663
5,1,M,L,-10.998670348926172,4.6234366908443665,-5.558249342841933,-6.9012113789999585,7875.0,1.0569963951264663
5,2,A,B,101.88440569599841,31.527677075902186,107.70128765750059,19.520408250412476,13350.0,1.0569963951264663
5,2,A,C,101.88440569599841,31.527677075902186,75.07435981714154,-3.352745197058013,3700.0,1.0569963951264663
5,2,B,A,107.70128765750059,19.520408250412476,101.88440569599841,31.527677075902186,7450.0,1.0569963951264663
5,2,B,C,107.70128765750059,19.520408250412476,75.07435981714154,-3.352745197058013,13600.0,1.0569963951264663
5,2,B,D,107.70128765750059,19.520408250412476,77.95903192743879,4.685140670968614,9500.0,1.0569963951264663
5,2,C,D,75.07435981714154,-3.352745197058013,77.95903192743879,4.685140670968614,21550.0,1.0569963951264663
5,2,C,I,75.07435981714154,-3.352745197058013,87.09516404629093,-2.8843766644271764,6725.0,1.0569963951264663
5,2,D,C,77.95903192743879,4.685140670968614,75.07435981714154,-3.352745197058013,6725.0,1.0569963951264663
5,2,D,G,77.95903192743879,4.685140670968614,99.97212696583466,1.9042145866167033,2775.0,1.0569963951264663
5,2,D,H,77.95903192743879,4.685140670968614,84.84939091958142,-11.916948756761476,6825.0,1.0569963951264663
5,2,D,I,77.95903192743879,4.685140670968614,87.09516404629093,-2.8843766644271764,14725.0,1.0569963951264663
5,2,E,F,105.7342355082039,7.058957271052658,89.5270114482385,11.90329131402413,16550.0,1.0569963951264663
5,2,E,G,105.7342355082039,7.058957271052658,99.97212696583466,1.9042145866167033,28050.0,1.0569963951264663
5,2,E,H,105.7342355082039,7.058957271052658,84.84939091958142,-11.916948756761476,6150.0,1.0569963951264663
5,2,F,C,89.5270114482385,11.90329131402413,75.07435981714154,-3.352745197058013,4250.0,1.0569963951264663
5,2,F,G,89.5270114482385,11.90329131402413,99.97212696583466,1.9042145866167033,17550.0,1.0569963951264663
5,2,F,H,89.5270114482385,11.90329131402413,84.84939091958142,-11.916948756761476,6475.0,1.0569963951264663
