Year,Center_ID,Process,Global_X,Global_Y,Local_X,Local_Y,Width,Height,Equipment_Count,Scaling_Factor
4,1,A,-3.4037405139371075,29.153240442471844,-3.4037405139371075,29.153240442471844,18,18,4,1.0
4,1,B,2.1663614794783244,18.518206696116405,2.1663614794783244,18.518206696116405,32,32,11,1.0
4,1,C,-28.958325538272867,-2.914326047477137,-28.958325538272867,-2.914326047477137,18,18,4,1.0
4,1,D,-26.117949135211706,4.3286496708506865,-26.117949135211706,4.3286496708506865,42,42,16,1.0
4,1,E,-0.6284953318848909,7.516994211713452,-0.6284953318848909,7.516994211713452,30,30,10,1.0
4,1,F,-15.252216347834006,11.391340481710843,-15.252216347834006,11.391340481710843,28,28,9,1.0
4,1,G,-4.699757235206967,1.6279912915255534,-4.699757235206967,1.6279912915255534,18,18,4,1.0
4,1,H,-19.913351882466586,-11.39787668706809,-19.913351882466586,-11.39787668706809,34,34,12,1.0
4,1,I,-17.622396728646116,-2.749462911045818,-17.622396728646116,-2.749462911045818,34,34,12,1.0
4,1,J,-13.393657859017532,-12.144439414466234,-13.393657859017532,-12.144439414466234,50,50,20,1.0
4,1,K,-0.8700552992489398,-15.430598776765873,-0.8700552992489398,-15.430598776765873,16,16,3,1.0
4,1,L,-5.445509961753496,-6.4479301883211315,-5.445509961753496,-6.4479301883211315,34,34,12,1.0
4,1,M,-10.575084006775695,3.776885668442225,-10.575084006775695,3.776885668442225,48,48,19,1.0
4,2,A,96.59625948606289,29.153240442471844,-3.4037405139371075,29.153240442471844,18,18,4,1.0
4,2,B,102.16636147947833,18.518206696116405,2.1663614794783244,18.518206696116405,32,32,11,1.0
4,2,C,71.04167446172713,-2.914326047477137,-28.958325538272867,-2.914326047477137,18,18,4,1.0
4,2,D,73.8820508647883,4.3286496708506865,-26.117949135211706,4.3286496708506865,42,42,16,1.0
4,2,E,99.37150466811511,7.516994211713452,-0.6284953318848909,7.516994211713452,30,30,10,1.0
4,2,F,84.74778365216599,11.391340481710843,-15.252216347834006,11.391340481710843,28,28,9,1.0
4,2,G,95.30024276479304,1.6279912915255534,-4.699757235206967,1.6279912915255534,18,18,4,1.0
4,2,H,80.08664811753341,-11.39787668706809,-19.913351882466586,-11.39787668706809,34,34,12,1.0
4,2,I,82.37760327135388,-2.749462911045818,-17.622396728646116,-2.749462911045818,34,34,12,1.0
4,2,J,86.60634214098246,-12.144439414466234,-13.393657859017532,-12.144439414466234,50,50,20,1.0
4,2,K,99.12994470075105,-15.430598776765873,-0.8700552992489398,-15.430598776765873,16,16,3,1.0
4,2,L,94.5544900382465,-6.4479301883211315,-5.445509961753496,-6.4479301883211315,34,34,12,1.0
4,2,M,89.4249159932243,3.776885668442225,-10.575084006775695,3.776885668442225,48,48,19,1.0
4,3,A,196.5962594860629,29.153240442471844,-3.4037405139371075,29.153240442471844,18,18,4,1.0
4,3,B,202.16636147947833,18.518206696116405,2.1663614794783244,18.518206696116405,32,32,11,1.0
4,3,C,171.04167446172713,-2.914326047477137,-28.958325538272867,-2.914326047477137,18,18,4,1.0
4,3,D,173.88205086478828,4.3286496708506865,-26.117949135211706,4.3286496708506865,42,42,16,1.0
4,3,E,199.3715046681151,7.516994211713452,-0.6284953318848909,7.516994211713452,30,30,10,1.0
4,3,F,184.747783652166,11.391340481710843,-15.252216347834006,11.391340481710843,28,28,9,1.0
4,3,G,195.30024276479304,1.6279912915255534,-4.699757235206967,1.6279912915255534,18,18,4,1.0
4,3,H,180.0866481175334,-11.39787668706809,-19.913351882466586,-11.39787668706809,34,34,12,1.0
4,3,I,182.37760327135388,-2.749462911045818,-17.622396728646116,-2.749462911045818,34,34,12,1.0
4,3,J,186.60634214098246,-12.144439414466234,-13.393657859017532,-12.144439414466234,50,50,20,1.0
4,3,K,199.12994470075105,-15.430598776765873,-0.8700552992489398,-15.430598776765873,16,16,3,1.0
4,3,L,194.5544900382465,-6.4479301883211315,-5.445509961753496,-6.4479301883211315,34,34,12,1.0
4,3,M,189.42491599322432,3.776885668442225,-10.575084006775695,3.776885668442225,48,48,19,1.0
4,4,A,-3.4037405139371075,129.15324044247185,-3.4037405139371075,29.153240442471844,18,18,4,1.0
4,4,B,2.1663614794783244,118.51820669611641,2.1663614794783244,18.518206696116405,32,32,11,1.0
4,4,C,-28.958325538272867,97.08567395252287,-28.958325538272867,-2.914326047477137,18,18,4,1.0
4,4,D,-26.117949135211706,104.32864967085068,-26.117949135211706,4.3286496708506865,42,42,16,1.0
4,4,E,-0.6284953318848909,107.51699421171345,-0.6284953318848909,7.516994211713452,30,30,10,1.0
4,4,F,-15.252216347834006,111.39134048171084,-15.252216347834006,11.391340481710843,28,28,9,1.0
4,4,G,-4.699757235206967,101.62799129152555,-4.699757235206967,1.6279912915255534,18,18,4,1.0
4,4,H,-19.913351882466586,88.60212331293191,-19.913351882466586,-11.39787668706809,34,34,12,1.0
4,4,I,-17.622396728646116,97.25053708895418,-17.622396728646116,-2.749462911045818,34,34,12,1.0
4,4,J,-13.393657859017532,87.85556058553377,-13.393657859017532,-12.144439414466234,50,50,20,1.0
4,4,K,-0.8700552992489398,84.56940122323412,-0.8700552992489398,-15.430598776765873,16,16,3,1.0
4,4,L,-5.445509961753496,93.55206981167886,-5.445509961753496,-6.4479301883211315,34,34,12,1.0
4,4,M,-10.575084006775695,103.77688566844222,-10.575084006775695,3.776885668442225,48,48,19,1.0
4,5,A,96.59625948606289,129.15324044247185,-3.4037405139371075,29.153240442471844,18,18,4,1.0
4,5,B,102.16636147947833,118.51820669611641,2.1663614794783244,18.518206696116405,32,32,11,1.0
4,5,C,71.04167446172713,97.08567395252287,-28.958325538272867,-2.914326047477137,18,18,4,1.0
4,5,D,73.8820508647883,104.32864967085068,-26.117949135211706,4.3286496708506865,42,42,16,1.0
4,5,E,99.37150466811511,107.51699421171345,-0.6284953318848909,7.516994211713452,30,30,10,1.0
4,5,F,84.74778365216599,111.39134048171084,-15.252216347834006,11.391340481710843,28,28,9,1.0
4,5,G,95.30024276479304,101.62799129152555,-4.699757235206967,1.6279912915255534,18,18,4,1.0
4,5,H,80.08664811753341,88.60212331293191,-19.913351882466586,-11.39787668706809,34,34,12,1.0
4,5,I,82.37760327135388,97.25053708895418,-17.622396728646116,-2.749462911045818,34,34,12,1.0
4,5,J,86.60634214098246,87.85556058553377,-13.393657859017532,-12.144439414466234,50,50,20,1.0
4,5,K,99.12994470075105,84.56940122323412,-0.8700552992489398,-15.430598776765873,16,16,3,1.0
4,5,L,94.5544900382465,93.55206981167886,-5.445509961753496,-6.4479301883211315,34,34,12,1.0
4,5,M,89.4249159932243,103.77688566844222,-10.575084006775695,3.776885668442225,48,48,19,1.0
