Year,Center_ID,From_Process,To_Process,From_X,From_Y,To_X,To_Y,Flow_Units,Scaling_Factor
3,1,A,B,-3.0951262434958937,27.371182921886113,2.419467864051945,17.689093904606924,9540.0,0.9577271946177287
3,1,A,C,-3.0951262434958937,27.371182921886113,-27.71338476221892,-2.600990117576842,3060.0,0.9577271946177287
3,1,B,A,2.419467864051945,17.689093904606924,-3.0951262434958937,27.371182921886113,5460.0,0.9577271946177287
3,1,B,C,2.419467864051945,17.689093904606924,-27.71338476221892,-2.600990117576842,9400.0,0.9577271946177287
3,1,B,D,2.419467864051945,17.689093904606924,-24.917367017040238,4.05746383635016,5500.0,0.9577271946177287
3,1,C,D,-27.71338476221892,-2.600990117576842,-24.917367017040238,4.05746383635016,15840.0,0.9577271946177287
3,1,C,I,-27.71338476221892,-2.600990117576842,-16.8962453144867,-2.6489905351056313,3400.0,0.9577271946177287
3,1,D,C,-24.917367017040238,4.05746383635016,-27.71338476221892,-2.600990117576842,3400.0,0.9577271946177287
3,1,D,G,-24.917367017040238,4.05746383635016,-4.161013429185283,1.6490495480543157,2100.0,0.9577271946177287
3,1,D,H,-24.917367017040238,4.05746383635016,-19.18279912514843,-10.877775025036529,5040.0,0.9577271946177287
3,1,D,I,-24.917367017040238,4.05746383635016,-16.8962453144867,-2.6489905351056313,10800.0,0.9577271946177287
3,1,E,F,-1.3855810743858568,7.946101591413835,-14.474343674890337,10.902197964335812,11980.0,0.9577271946177287
3,1,E,G,-1.3855810743858568,7.946101591413835,-4.161013429185283,1.6490495480543157,15860.0,0.9577271946177287
3,1,E,H,-1.3855810743858568,7.946101591413835,-19.18279912514843,-10.877775025036529,3180.0,0.9577271946177287
3,1,F,C,-14.474343674890337,10.902197964335812,-27.71338476221892,-2.600990117576842,3380.0,0.9577271946177287
3,1,F,G,-14.474343674890337,10.902197964335812,-4.161013429185283,1.6490495480543157,11740.0,0.9577271946177287
3,1,F,H,-14.474343674890337,10.902197964335812,-19.18279912514843,-10.877775025036529,4160.0,0.9577271946177287
3,1,F,I,-14.474343674890337,10.902197964335812,-16.8962453144867,-2.6489905351056313,5780.0,0.9577271946177287
3,1,G,E,-4.161013429185283,1.6490495480543157,-1.3855810743858568,7.946101591413835,6220.0,0.9577271946177287
3,1,G,F,-4.161013429185283,1.6490495480543157,-14.474343674890337,10.902197964335812,8000.0,0.9577271946177287
3,1,G,H,-4.161013429185283,1.6490495480543157,-19.18279912514843,-10.877775025036529,9260.0,0.9577271946177287
3,1,G,I,-4.161013429185283,1.6490495480543157,-16.8962453144867,-2.6489905351056313,6220.0,0.9577271946177287
3,1,H,I,-19.18279912514843,-10.877775025036529,-16.8962453144867,-2.6489905351056313,6720.0,0.9577271946177287
3,1,H,J,-19.18279912514843,-10.877775025036529,-12.863863545400324,-11.596709448539372,7780.0,0.9577271946177287
3,1,I,J,-16.8962453144867,-2.6489905351056313,-12.863863545400324,-11.596709448539372,25080.0,0.9577271946177287
3,1,J,I,-12.863863545400324,-11.596709448539372,-16.8962453144867,-2.6489905351056313,3180.0,0.9577271946177287
3,1,K,L,-0.8799990061812949,-14.632191934175799,-5.187376122139165,-6.139297030633553,6460.0,0.9577271946177287
3,1,K,M,-0.8799990061812949,-14.632191934175799,-10.25907261235667,3.0430519175503403,8340.0,0.9577271946177287
3,1,L,K,-5.187376122139165,-6.139297030633553,-0.8799990061812949,-14.632191934175799,8340.0,0.9577271946177287
3,1,L,M,-5.187376122139165,-6.139297030633553,-10.25907261235667,3.0430519175503403,13660.0,0.9577271946177287
3,1,M,L,-10.25907261235667,3.0430519175503403,-5.187376122139165,-6.139297030633553,5520.0,0.9577271946177287
3,2,A,B,92.67759321827697,27.371182921886113,98.1921873258248,17.689093904606924,9540.0,0.9577271946177287
3,2,A,C,92.67759321827697,27.371182921886113,68.05933469955394,-2.600990117576842,3060.0,0.9577271946177287
3,2,B,A,98.1921873258248,17.689093904606924,92.67759321827697,27.371182921886113,5460.0,0.9577271946177287
3,2,B,C,98.1921873258248,17.689093904606924,68.05933469955394,-2.600990117576842,9400.0,0.9577271946177287
3,2,B,D,98.1921873258248,17.689093904606924,70.85535244473263,4.05746383635016,5500.0,0.9577271946177287
3,2,C,D,68.05933469955394,-2.600990117576842,70.85535244473263,4.05746383635016,15840.0,0.9577271946177287
3,2,C,I,68.05933469955394,-2.600990117576842,78.87647414728616,-2.6489905351056313,3400.0,0.9577271946177287
3,2,D,C,70.85535244473263,4.05746383635016,68.05933469955394,-2.600990117576842,3400.0,0.9577271946177287
3,2,D,G,70.85535244473263,4.05746383635016,91.61170603258758,1.6490495480543157,2100.0,0.9577271946177287
3,2,D,H,70.85535244473263,4.05746383635016,76.58992033662443,-10.877775025036529,5040.0,0.9577271946177287
