total_capital_investment,total_annual_operating_cost,total_annual_depreciation,total_annual_cost,total_equipment_units,total_operators,total_weekly_hours,total_annual_hours,capital_cost_per_equipment_unit,operating_cost_per_hour,total_cost_per_hour,average_utilization,cost_per_utilization_point
150666000,46092800.0,11044583.333333332,57137383.33333333,386,484.0,26657.051282051285,1386166.6666666667,390326.42487046635,33.2519899002044,41.219706624984966,95.9896863806241,1244.002386779693
