center_id,x,y,width,height,scaling_factor,Year
1,0.0,0.0,84.5597116101173,84.5597116101173,1.0569963951264663,5
2,105.69963951264663,0.0,84.5597116101173,84.5597116101173,1.0569963951264663,5
3,211.39927902529325,0.0,84.5597116101173,84.5597116101173,1.0569963951264663,5
4,0.0,105.69963951264663,84.5597116101173,84.5597116101173,1.0569963951264663,5
5,105.69963951264663,105.69963951264663,84.5597116101173,84.5597116101173,1.0569963951264663,5
